pto. sup. terrestre,Fecha/Date,Pais/Country,Lugar/Place,Coordenadas del centro de la imagen/Center cordinates,Orientation,Observaciones/comments,Enlace a la ficha/Link,Enlace  a la imagen/Image,Autor/Author of clasification,Calidad/Cuality,Focal/ Focal Length,Cámara/ Model,T. Exposición/ Shutter,Apertura/ Aperture,ISO,Clasificada(1)/ No Clasificada(0),Other links(twitter and other),Similar images,Tilt
,2004:11:19 17:53:43,NETHERLANDS,"AMSTERDAM, ROTTERDAM AT NIGHT",,,,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS010&roll=E&frame=7731,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS010/ISS010-E-7731.JPG,Marian,,¿?,NIKON D1,¿?,¿?,¿?,1,,,
,12/12/2007 20:45:24,Italy,Rome,"42.0, 12.5",Nadir: noreste,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS016-E-16219,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS016/ISS016-E-16219.jpg,Guillermo Marian,,85.0 mm,NIKON D2X,0.05,1.4,,1,http://www.flickr.com/photos/magisstra/5309176283/in/photostream/,,
,1/30/2008 22:42:27,Spain,Madrid,"40,61, -3,74",North bottom,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS016-E-26126,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS016/ISS016-E-26126.jpg,Alex,muy de canto,85 mm,NIKON D2Xs,0.05,1.4,HI-1,1,,,
,2003:02:03 20:24:54,Serbia,Belgrade,"44.0, 21.0",,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS006-E-22876,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS006/ISS006-E-22876.jpg,Marian,Baja,¿?,K760C-01390,0.5,¿?,400,1,http://www.flickr.com/photos/magisstra/5428851918/in/photostream/,,
,2003:10:02 20:13:26,Italy,Po Valley,"45.5, 11.0",Nadir: noroeste,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS007-E-16116,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS007/ISS007-E-16116.jpg,"Marian, Guillermo",,50.0 mm,KODAK,1.3,1.4,200,1,http://www.flickr.com/photos/magisstra/5428852364/in/photostream/,,
,2009:09:10 21:37:01,UK,London,"51.5, 0.0",Nadir: oeste,,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS020&roll=E&frame=39454,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS020/ISS020-E-39454.JPG,Marian,,70.00 mm,NIKON D2Xs,0.6,2.8,3200,1,,,
,2009:10:25 00:03:45,Spain,La manga,"37,729, -0,830",ESE arriba,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS021-E-15145,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS021/ISS021-E-15145.jpg,Alex,movida,180.0 mm,NIKON D2Xs,0.3,2.8,400,0,,,
,2009:10:25 00:03:59,Spain,Valencia,"39.476,-0.375",Noreste arriba,despejado,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS021-E-15146,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS021/ISS021-E-15146.jpg,Alex,movida,180.0 mm,NIKON D2Xs,0.3,2.8,400,1,,,
,2009:10:29 22:45:09,Spain,Tenerife y Gran Canaria,"28.087,-16.136",norte arriba,despejado,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS021-E-17003,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS021/ISS021-E-17003.JPG,Alex,,58.0 mm,NIKON D2Xs,0.2,1.2,800,0,,,
,2009:10:29 22:50:16,Spain,Costa de Valencia,"38.767,-0.231",Oeste Arriba,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS021-E-17023,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS021/ISS021-E-17023.jpg,Alex,,58.0 mm,NIKON D2Xs,0.2,1.2,800,0,,,
,2009:10:29 22:50:42,Spain,Madrid,"40.441, -3.681",,,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS021&roll=E&frame=17025,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS021/ISS021-E-17025.jpg,Alex,,58.0 mm,NIKON D2Xs,0.2,1.2,800,0,,,
,2009:10:29 22:51:11,Spain,Barcelona,"41.245,1.653",Noroeste arriba,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS021-E-17027,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS021/ISS021-E-17027.JPG,Alex,,58.0 mm,NIKON D2Xs,0.2,1.2,800,0,,,
,2009:10:31 21:56:57,Spain,Tenerife y Gran Canaria,"28.130,-16.062",sur arriba,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS021-E-18602,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS021/ISS021-E-18602.JPG,"Alex, Marian",,58.0 mm,NIKON D2Xs,0.2,1.2,800,0,,,
,2009:10:31 22:01:46,Spain,Costa de Valencia,"39.470,-0.374",sur arriba,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS021-E-18625,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS021/ISS021-E-18625.JPG,Alex,,58.0 mm,NIKON D2Xs,0.2,1.2,800,0,,,
,2009:10:31 22:01:46,Spain,Valencia,"39.521,-0.374",sur arriba,,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS021/ISS021-E-18625.JPG,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS021/ISS021-E-18625.JPG,PC101,,58.0 mm,NIKON D2Xs,0.2,1.2,800,0,,,
,2009:11:03 21:34:36,Spain,Cadiz,"36.014, -5.592",norte arriba,,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS021&roll=E&frame=21397,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS021/ISS021-E-21397.JPG,PC101,,58.0 mm,NIKON D2Xs,0.2,1.2,800,0,,,
,2009:11:03 21:35:21,Spain,Madrid,"40.424, -3.701",,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS021-E-21400,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS021/ISS021-E-21400.jpg,"Alex, Marian",OK,58.0 mm,NIKON D2Xs,0.2,1.2,800,0,,,
,2009:11:07 18:21:35,Spain,Barcelona,"41.410, 2.109",noreste arriba,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS021-E-24543,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS021/ISS021-E-24543.jpg,"Alex, Marian",,58.0 mm,NIKON D2Xs,0.2,1.2,800,0,,,
,2009:11:07 18:21:52,Spain,Costa catalana,"43.309, 3.483",,,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS021&roll=E&frame=24544,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS021/ISS021-E-24544.JPG,"Alex, Marian",,58.0 mm,NIKON D2Xs,0.2,1.2,800,0,,,
,2009:11:14 22:38:16,Spain,Valencia,"39.521,-0.374",este ariba,,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS021&roll=E&frame=25437,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS021/ISS021-E-25437.JPG,"Alex, Marian",,180mm,D2Xs,0.2,2.8,800,0,,,
,2009:11:15 23:00:38,Spain,Cadiz,"36.853,-5.405",oeste arriba,Despejado,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS021-E-27320,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS021/ISS021-E-27320.jpg,"Alex, Marian",OK,58.0 mm,NIKON D2Xs,0.2,1.2,800,0,,,
,2010:03:08 19:34:11,Ukraine,"Kiev, Ukraine","50.4 , 30.6",Nadir: Este,Nuboso,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS022-E-85416,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS022/ISS022-E-85416.JPG,Marian,,85.0 mm,NIKON D2Xs,0.016666666666667,1.4,800,1,http://www.flickr.com/photos/magisstra/5428850390/in/photostream/,85416 - 85417,
,2010:04:25 22:10:03,España,Lisboa,"38.887,-8.720",norte arriba,,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS023&roll=E&frame=29555,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS023/ISS023-E-29555.JPG,"Alex, Marian",,0.0 mm,NIKON D3S,0.076923076923077,,6400,0,,29554 - 29555,
,2010:04:25 22:11:05,España,Madrid,"40.427,-3.702",sur arriba,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS023-E-29557,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS023/ISS023-E-29557.jpg,Jaz,,,,,,,0,,	29556 - 	29558,
,2010:04:25 22:14:43,Italy,Venecia,"45,40, 12,29",,,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS023&roll=E&frame=29566,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS023/ISS023-E-29566.JPG,Paco y Alex,,,NIKON D3,0.125,,6400,0,,,
,2010:04:25 22:16:57,Polonia,Varsovia,"52.164,21.129",noreste,,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS023&roll=E&frame=29571,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS023/ISS023-E-29571.JPG,"Alex, Marian",,0.0 mm,NIKON D3S,0.1,,6400,0,,,
,2010:04:26 22:37:02,España,Madrid,"40.427,-3.702",noroeste arriba,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS023-E-28918,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS023/ISS023-E-28918.jpg,Marian,,0.0 mm,NIKON D3S,0.166666666666667,,6400,0,,,
,2010:04:28 21:54:12,Francia,"LYON, TORINO, MARSEIILE","44.5, 5.5",,,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS023&roll=E&frame=29061,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS023/ISS023-E-29061.JPG,Marian,,0.0 mm,NIKON D3S,0.076923076923077,,6400,1,,,
,2010:04:29 22:21:00,Italia,Italia,"41.951, 16.018",,Despejado,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS023-E-33042,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS023/ISS023-E-33042.jpg,"Alex, Marian",,0.0 mm,D3,0.125,,6400,0,,,
,2010:04:30 18:18:57,China,Pekin,"39.9, 116.4",,,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS023&roll=E&frame=30259,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS023/ISS023-E-30259.JPG,Alex,,800.0 mm,D3S,0.008,5.6,12800,0,,,
"Lon   =  -348°42'00""     Lat   = +49°51'04""",2010:05:01 23:11:20,¿Germany?,,,,,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS023&roll=E&frame=30618,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS023/ISS023-E-30618.JPG,Alex,,200.0 mm,NIKON D3S,1/125,2.8,12800,0,,,
,2010:05:02 17:36:12,Korea,Seul,"37.5, 126.9",,Pacialmente nublado,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS023-E-31107,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS023/ISS023-E-31107.jpg,"Alex, Marian",,400.0 mm,D3S,0.005,2.8,12800,0,ISS026 12325-12336,,
,2010:05:03 07:20:29,USA,Chicago,"41.882,-87.632",,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS023-E-31264,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS023/ISS023-E-31264.JPG,"Alex, Marian",,80 mm,D3S,0.125,2.8,12800,0,,,
"Lon   = -220°33'59""     Lat   = +33°06'49""  ",2010:05:03 16:28:44,,¿Kobe osaka?,,,,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS023&roll=E&frame=31424,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS023/ISS023-E-31424.JPG,Alex,,200 mm,D3S,0.004,2.8,12800,0,,,
,2010:10:26 20:59:38,España,España,"40.427,-3.702",sur arriba,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS025-E-9374,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS025/ISS025-E-9374.jpg,Alex,,16.0 mm,NIKON D3S,0.066666666666667,2.8,12800,0,,,
,2010:10:29 23:56:23,España,España,"40.427,-3.702",,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS025-E-10378,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS025/ISS025-E-10378.jpg,Alex,,"26.0 mm
",NIKON D3S,0.166666666666667,2.8,25600,1,,,
,2010:10:29 23:58:21,España,Baleres y Barcelona,"40.572, 2.472",sur arriba,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS025-E-10396,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS025/ISS025-E-10396.jpg,Alex,OK,30.0 mm,NIKON D3S,0.166666666666667,2.8,25600,1,,,
,2010:10:29 23:59:01,España,España,"39.5 , -1.5",Nadir: Oeste,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS025-E-10400-Espa%C3%B1a,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS025/ISS025-E-10400.jpg,"Alex, Marian",muy buena,30.0 mm,NIKON D3S,0.166666666666667,2.8,25600,1,,,
,2010:10:30 22:46:49,"UK, Irlanda",,"55.0, -5.5",,,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS025&roll=E&frame=10541,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS025/ISS025-E-10541.JPG,Marian,poor focus,22.0 mm,NIKON D3S,0.166666666666667,2.8,25600,1,,10533 - 10541,
,2010:10:30 22:55:33,Egipto,"NILE DELTA, NILE VALLEY, ISRAEL","28.0, 34.0",Nadir: noreste,,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS025&roll=E&frame=10611,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS025/ISS025-E-10611.JPG,Marian,,17.0 mm,NIKON D3S,0.166666666666667,2.8,25600,1,,10609 - 10612,
,2010:11:04 21:48:22,España,España,"39.5 , -1.5",,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS025-E-11721,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS025/ISS025-E-11721.jpg,Alex,,17.0 mm,NIKON D3S,0.166666666666667,2.8,20319,0,,,
,2010:11:04 21:49:50,España,Madrid,"40.427,-3.702",,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS025-E-11733-Madrid,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS025/ISS025-E-11733.jpg,Alex,Muy buena,55.0 mm,NIKON D3S,0.166666666666667,2.8,20319,0,,,
,2010:11:04 21:51:00,España,Valencia,"39.473, -0.328",norte arriba,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS025-E-11746,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS025/ISS025-E-11746.jpg,"Alex, Marian",Muy buena,55.0 mm,NIKON D3S,0.166666666666667,2.8,20319,0,,,
,2010:11:04 21:52:12,España,Costa este y Madrid,,,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS025-E-11753,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS025/ISS025-E-11753.jpg,Alex,Muy buena,18.0 mm,NIKON D3S,0.166666666666667,2.8,20319,0,,,
,2010:11:09 19:17:47,España,Madrid y costa Valenciana,,,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS025-E-16964,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS025/ISS025-E-16964.JPG,Alex,,80.0 mm,D3S,0.1,2.8,20319,0,,,
,2010:11:09 19:19:23,Libia,Trípoli,"33.069,13.164",NNE arriba,Despejado,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS025-E-16972,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS025/ISS025-E-16972.jpg,"Alex, Marian, Guillermo",Bien enfocado,80.0 mm,D3S,0.1,2.8,20319,0,,,
,2010:11:09 20:49:10,España,España,,,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS025-E-13698,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS025/ISS025-E-13698.jpg,Alex,,17.0 mm,NIKON D3S,0.1,2.8,20319,0,,,
,2010:11:09 20:50:00,Portugal,Lisboa,"39.392, -9.649",noreste arriba,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS025-E-13702,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS025/ISS025-E-13702.jpg,"Alex, Marian",,55 mm,NIKON D3S,0.1,2.8,20319,0,,,
,2010:11:09 20:50:36,España,,"40.914, -5.669",norte arriba,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS025-E-13709,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS025/ISS025-E-13709.jpg,"Alex, Marian",,17.0 mm,NIKON D3S,0.1,2.8,20319,,,,
,2010:11:09 20:50:36,España,España,,,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS025-E-13709,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS025/ISS025-E-13709.JPG,Alex,Muy buena,17.0 mm,NIKON D3S,0.1,2.8,20319,0,,,
,2010:11:30 12:05:12,USA,las vegas,"36.1, -115.1",Nadir: suroeste,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS026-E-6238,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-6238.JPG,Marian,,180.0 mm,NIKON D3S,0.066666666666667,2.8,12800,1,,,
,2010:12:04 12:14:00,Canada,"Vancouver and Portland, British Columbia, Canada, at night","45.5, -122.5",Nadir: oeste,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS026-E-7158,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-7158.jpg,Marian,,180.0 mm,NIKON D3S,0.066666666666667,2.8,12800,1,http://twitpic.com/3pmyso,7155- 7162,
,2010:12:08 06:03:58,USA,Miami,"25.9, -80.2",Nadir: suroeste,,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS026&roll=E&frame=8504,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-8504.JPG,Marian,,400.0 mm,NIKON D3S,0.025,2.8,12800,1,,8503 - 8505,
,2010:12:09 20:05:45,Asia,CITIES AT NIGHT,"14.7, 43.6",,,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS026&roll=E&frame=9108,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-9108.JPG,Marian,,180.0 mm,NIKON D3S,0.066666666666667,2.8,12800,1,,,
,2010:12:13 14:02:18,Thailand,"Bangkok, capital of Thailand","13.7, 100.6",Nadir: oeste,,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS026&roll=E&frame=10071,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-10071.JPG,Marian,,180.0 mm,NIKON D3S,0.066666666666667,2.8,12800,1,http://www.flickr.com/photos/magisstra/5425537026/in/photostream/,10132 - 10080 5337-5345,
,2010:12:13 20:14:59,Egypt,Nilo,"29.5, 31.5",Nadir: suroeste,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS026-E-10085,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-10085.JPG,Marian,,16.0 mm,NIKON D3S,0.066666666666667,2.8,12800,1,http://www.flickr.com/photos/magisstra/5288915552/in/photostream/,10084 - 10108,
,2010:12:18 02:20:38,USA,"MIAMI, CAPE CORAL AT NIGHT","26.1, -80.7",Nadir: este,,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS026&roll=E&frame=10788,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-10788.JPG,Marian,,180.0 mm,NIKON DS3,0.066666666666667,2.8,12800,1,,,
,2010:12:18 02:25:13,USA,"Camden, Philadelphia","39.9, -75.2",,,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS026&roll=E&frame=10853,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-10853.JPG,Marian,,180.0 mm,NIKON DS3,0.066666666666667,2.8,12800,1,,,
,2010:12:18 02:40:08,Suiza,Lago di Ginevra.,"46.4, 6.5",Nadir: Este,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS026-E-10948,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-10948.JPG,Marian,,180.0 mm,NIKON DS3,0.066666666666667,2.8,12800,1,http://www.flickr.com/photos/magisstra/5322644875/in/photostream/,10947 - 10950,
,2010:12:18 02:41:23,Italy,Padova,"45.4, 11.9",Nadir: noroeste,,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS026&roll=E&frame=10976,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-10976.JPG,"Marian, Guillermo",,180.0 mm,NIKON DS3,0.066666666666667,2.8,12800,1,,10976 - 10979,
,2010:12:18 02:46:33,Egipto,Cairo,"30.0 , 31.3",Nadir: sur,despejado,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS026-E-11010,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-11010.jpg,Marian,,180.0 mm,NIKON D3S,0.066666666666667,2.8,12800,1,http://www.flickr.com/photos/magisstra/5323249692/in/photostream/,11007 - 11031,
,2010:12:18 02:46:48,Egipt,Cairo,"30.0 , 31.3",Nadir: sur,Despejado,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS026-E-11016,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-11016.jpg,Marian,,180.0 mm,NIKON D3S,0.066666666666667,2.8,12800,1,http://m.flickr.com/#/photos/magisstra/5705819571/sizes/m/,,
,2010:12:24 00:26:42,Francia,Paris,"48.857,2.347",,inclinada,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS026-E-35564,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-35564.jpg,Marian,,180.0 mm,NIKON D3S,0.066666666666667,2.8,12800,0,,,
,2010:12:24 00:29:50,Italy,Nápoles,"40.816,14.208",arriba: noroeste,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS026-E-35577,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-35577.jpg,Marian,,180.0 mm,NIKON D3S,0.066666666666667,2.8,12800,0,,,
,2010:12:24 00:34:56,Egipto,Nilo,,arriba: norte,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS026-E-35616,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-35616.jpg,Marian,,16.0 mm,NIKON D3S,0.066666666666667,2.8,12800,0,,,
