pto. sup. terrestre,Fecha/Date,Pais/Country,Lugar/Place,Coordenadas del centro de la imagen/Center cordinates,Orientation,Observaciones/comments,Enlace a la ficha/Link,Enlace  a la imagen/Image,Autor/Author of clasification,Calidad/Cuality,Focal/ Focal Length,Cámara/ Model,T. Exposición/ Shutter,Apertura/ Aperture,ISO,Clasificada(1)/ No Clasificada(0),Other links(twitter and other),Similar images,Tilt
,2010:12:24 00:38:24,Arabia Saudí,Jeddah,"21.412,39.307",norte abajo,Empieza La Meca a la izquierda. Un poco movida,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS026-E-35648,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-35648.jpg,Marian Guillermo,ok,180.0 mm,NIKON D3S,0.066666666666667,2.8,12800,0,,,
,2010:12:24 00:39:03,Arabia Saudí,Meca y Taif?,"21.387,39.787",noreste arriba,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS026-E-35650,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-35650.jpg,Marian Guillermo,,180.0 mm,NIKON D3S,0.066666666666667,2.8,12800,0,,,
,2010:12:30 07:41:28,Mexico,Acapulco ,"16.726,  -99.963",suroeste arriba,,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS026&roll=E&frame=13687,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-13687.JPG,Alex,,180.0 mm,NIKON D3S,0.066666666666667,2.8,12800,0,,13688,
,2010:12:30 19:36:30,BELGIUM,ANTWERP-BRUSSELS REGION AT NIGHT,"51.0, 4.5",Nadir: oeste,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS026-E-13692,,Alex,,62.0 mm,NIKON D3S,0.066666666666667,2.8,12800,1,,13693,
,2010:12:30 19:36:43,Belgica,Belgium Netherlands region at nigth,"51.1, 5.0",Nadir: oeste,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS026-E-13695,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-13695.JPG,Marian,,32.0 mm,NIKON DS3,0.066666666666667,2.8,12800,1,http://www.flickr.com/photos/magisstra/5308427805/in/photostream/,http://www.flickr.com/photos/39973836@N02/5339504903/,
,2011:01:02 19:19:23,France,Paris,"48.862004,  2.427979",Arriba noroeste,Parcialmente nuboso,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS026&roll=E&frame=14546&QueryResultsFile=129730069729482.tsv,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-14546.JPG,"Alex, Guillermo",Buena,180 mm,D3S,0.066666666666667,2.8,12800,0,,,
,2011:01:02 19:25:49,Chipre,Chipre," 35° 2'17.28""N  33°17'53.29""E",,Despejado,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS026&roll=E&frame=14590,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-14590.JPG,Alex,Buena,180 mm,D3S,0.066666666666667,2.8,12800,0,,,
,2011:01:02 19:25:54,Chipre,Chipre,"35° 2'17.28""N  33°17'53.29""E",,Despejado,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS026-E-14591,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-13692.jpg,Alex,Buena,180 mm,D3S,0.066666666666667,2.8,12800,0,,,
,2011:01:02 19:26:12,Turquía,Ankara,"39.891,32.787",arriba: este,Medio nublado,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS026&roll=E&frame=14592,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-14592.JPG,"Alex, Guillermo",Buena,180 mm,D3S,0.066666666666667,2.8,12800,0,,,
"Lon   =  -325°5'52""     Lat   = +39°19'02""",2011:01:02 19:26:41,Turquía,Ankara,"39.927,32.850",arriba: suresteeste SEE,Medio nublado,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS026&roll=E&frame=14599,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-14599.JPG,"Alex, Guillermo",Buena,180 mm,D3S,0.066666666666667,2.8,12800,0,,,
,2011:01:02 19:27:11,Israel,Israel," 32°19'58.07""N  35° 6'29.25""E",,Despejado,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS026&roll=E&frame=14600,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-14600.JPG,Alex,Buena,180 mm,D3S,0.066666666666667,2.8,12800,0,,,
,2011:01:02 19:27:25,Libano,Beirut," 33°52'45.30""N 35°29'27.25""E",,Despejado,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS026&roll=E&frame=14603,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-14603.JPG,Alex,Genial!!!,180 mm,D3S,0.066666666666667,2.8,12800,0,,,
,2011:01:02 19:28:08,Israel,Jerusalen," 31°40'24.20""N 34°55'28.91""E",,Despejado,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS026&roll=E&frame=14613,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-14613.JPG,Alex,Genial!!!,180 mm,D3S,0.066666666666667,2.8,12800,0,,,
,2011:01:02 19:28:30,Syria,"Latakia, southern Corniche en el centro","35.502,35.778",arriba: este,Despejado,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS026&roll=E&frame=14614,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-14614.JPG,"Alex, Guillermo",OK,180 mm,D3S,0.066666666666667,2.8,12800,0,,,
,2011:01:02 19:29:45,Iraq,Alkubait," 29°17'12.04""N 48° 1'37.13""E",,Despejado,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS026&roll=E&frame=14621,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-14621.JPG,Alex,OK,180 mm,D3S,0.066666666666667,2.8,12800,0,,,
,2011:01:02 19:31:14,,Bahein," 26° 6'43.21""N 50°32'51.76""E",,Despejado,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS026-E-14637,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-14637.JPG,Alex,,180 mm,D3S,0.066666666666667,2.8,12800,0,,,
,2011:01:02 19:31:37,Qatar,Doha," 25°17'30.12""N 51°30'21.27""E",,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS026-E-14640,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-14640.JPG,Alex,,180 mm,D3S,0.066666666666667,2.8,12800,0,,,
,"2011:01:02 19:32:47
",,Abudabi," 25°27'20.61""N 54° 8'1.30""E",,Despejado,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS026-E-14647,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-14647.jpg,Alex,OK,16mm,D3S,0.066666666666667,2.8,12800,0,,,
,2011:01:03 17:00:30,,"JOHOR BAHARU, SINGAPORE AT NIGHT","  1°28'5.02""N 103°44'29.18""E",Nadir: suroeste,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS026-E-14694,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-14694.JPG,"Alex, Marian",,180 mm,NIKON D3S,0.066666666666667,2.8,12800,0,,,
,2011:01:03 21:20:47,España,España,"42.0, -6.5",Nadir: suroeste,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS026-E-14781,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-14781.jpg,Alex,,16.0 mm,NIKON D3S,0.066666666666667,2.8,12800,1,,,
,2011:01:03 21:21:41,España,Cadiz,"36.0, -5.4",Nadir: suroeste,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS026-E-14791,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-14791.jpg,Marian,,180.0 mm,NIKON D3S,0.066666666666667,2.8,12800,1,http://www.flickr.com/photos/magisstra/5323249140/in/photostream/,14789 - 14795,
,2011:01:03 21:21:45,España,Cadiz,"36.1, -5.4",Nadir: suroeste,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS026-E-14795,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-14795.JPG,Alex,,180 mm,Nikon D3S,0.066666666666667,2.8,12800,1,http://www.flickr.com/photos/magisstra/5323249140/in/photostream/,14789 - 14794,
,2011:01:03 21:22:00,España,Valencia con nubes,"39.5 , -0.4",Nadir: este,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS026-E-14796,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-14796.jpg,"Alex, Marian",,180 mm,Nikon D3S,0.066666666666667,2.8,12800,1,,14796 - 14802,
,2011:01:03 21:22:20,España,Ibiza,"39.0, 1.4",Nadir: este,parcialmente nublado,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS026-E-14803,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-14803.jpg,Alex,,180.0 mm,NIKON D3S,0.066666666666667,2.8,12800,1,,,
,2011:01:03 21:23:07,España,Baleares,"40.5, -9.5",Nadir: Noreste,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS026-E-14810,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-14810.JPG,Alex,,16 mm,NIKON D3S,0.066666666666667,2.8,12800,1,,,
,2011:01:03 21:25:01,Libia,Tripoli,"32.8, 13.1",Nadir: este,parcialmente nublado,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS026&roll=E&frame=14822,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-14822.JPG,Marian,,180.0 mm,NIKON D3S,0.066666666666667,2.8,12800,1,http://www.flickr.com/photos/magisstra/5323249488/in/photostream/,14822 - 14827,
,2011:01:04 20:14:03,Francia,Corcega y cerdeña,"40.0, 8.5",Nadir: sureste,parcialmente nublado,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS026-E-14994,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-14994.jpg,Marian,,16.0 mm,NIKON D3S,0.066666666666667,3.2,12800,1,http://www.flickr.com/photos/magisstra/5326680150/in/photostream/,14990 - 14997,
,2011:01:04 20:14:11,Italia,Cerdeña,"40.02, 9.14",arriba:noroeste,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS026-E-14998,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-14998.jpg,"Marian,Alex",,16.0mm,D3S,0.066666666666667,3.2,12800,1,http://www.flickr.com/photos/magisstra/5309015088/in/photostream/,,
,2011:01:04 20:15:28,Italia,Sicilia,"37.5, 13.5",Nadir: este,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS026-E-15002,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-15002.jpg,Marian,,38.0 mm,NIKON D3S,0.066666666666667,3.2,12800,1,http://www.flickr.com/photos/magisstra/5326679948/in/photostream/,15001 - 15003,
,2011:01:04 20:16:33,Malta,Malta and Gozo.,"35.9 , 14.5",Nadir:oeste,,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS026&roll=E&frame=15011,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-15011.JPG,Marian,,180.0 mm,NIKON D3S,0.066666666666667,3.2,12800,1,http://www.flickr.com/photos/magisstra/5326679876/in/photostream/,15005-15014,
,2011:01:04 20:17:22,Libia,Benghazi in Libya,"32.1, 20.1",Nadir: sureste,despejado,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS026-E-15015,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-15015.jpg,Marian,,180.0 mm,NIKON D3S,0.066666666666667,3.2,12800,1,http://www.flickr.com/photos/magisstra/5326072847/in/photostream/,15015 - 15028,
,2011:01:05 22:13:33,España,Tenerife,"28.4, -16.5",Nadir: Suroeste,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS026-E-15243,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-15243.jpg,Alex,Muy buena,180.0 mm,NIKON D3S,0.066666666666667,3.2,12800,1,,,
,2011:01:05 22:13:41,España,Gran Canaria,"28.0, -15.7",Nadir: Sur,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS026-E-15248,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-15248.jpg,Alex,Muy buena,180.0 mm,NIKON D3S,0.066666666666667,3.2,12800,1,,,
,2011:01:05 22:15:29,España,Islas Canarias occidentales,"28.3, -16.4",Nadir: Oeste,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS026-E-15259,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-15259.jpg,Alex,Muy buena,180.0 mm,NIKON D3S,0.066666666666667,3.2,12800,1,,,
,2011:01:05 22:15:29,Libia,Tripoli,"32.84, 13.19",arriba:norte,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS025-E-16972,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS025-E-16972,"Alex, Marian",,80 mm,NIKON D3S,0.1,2.8,20319,0,,,
,2011:01:06 21:05:11,Marruecos,Casablanca,"33.6 , -7.6",Nadir: suroeste,despejado,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-15817.JPG,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-15810.JPG,Marian,,180.0 mm,NIKON D3S,0.066666666666667,9,12800,1,http://www.flickr.com/photos/magisstra/5315551645/in/photostream/,15809 - 15815,
,2011:01:06 21:05:25,Marruecos,Rabat,"34.0 , -6.8",Nadir: noroeste,despejado,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS026-E-15817,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-15817.JPG,Marian,,180.0 mm,NIKON D3S,0.066666666666667,9,12800,1,http://www.flickr.com/photos/magisstra/5316145754/in/photostream/,15816 - 15819,
,2011:01:08 02:21:08,Brasil,"Brasilia, capital of Brazil","-15.8 , -47.9",Nadir: noroeste,despejado,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS026-E-16368,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-16368.jpg,Marian,,180.0 mm,NIKON D3S,0.066666666666667,2.8,12800,1,http://www.flickr.com/photos/magisstra/5341624051/in/photostream/,16368 - 16374,
,2011:01:08 02:22:50,Brasil,Rio de Janeiro,"-22.9, -43.2",Nadir: Oeste,parcialmente nublado,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS026&roll=E&frame=16386,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-16386.JPG,Marian,,180.0 mm,NIKON D3S,0.066666666666667,2.8,12800,1,http://www.flickr.com/photos/magisstra/5342236692/in/photostream/,16383 - 16391,
,2011:01:09 02:29:23,Mexico,Mexico DF,"19.429,-99.123",,muy movida,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS026-E-35717,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-35717.jpg,"Marian, Guillermo",,180.0 mm,NIKON D3S,0.066666666666667,2.8,12800,0,,,
,2011:01:09 02:32:06,Mexico,Merida,"20.88,-89.75",,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS026-E-35726,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-35726.jpg,"Marian, Guillermo",regular,180.0 mm,NIKON D3S,0.066666666666667,2.8,12800,0,,,
,2011:01:09 02:32:52,Mexico,"Cancun and the Isla de Mujeres, Mexico","21.1 , -87.0",nadir: norte,despejado,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS026-E-16444,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-16444.jpg,Marian,,180.0 mm,NIKON D3S,0.066666666666667,2.8,12800,1,http://www.flickr.com/photos/magisstra/5342235752/in/photostream/,16444 - 16446,
,2011:01:09 10:04:24,Japon,"Tokyo at Tokyo Bay, Japan","35.5 , 139.7",Nadir: sureste,despejado,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS026-E-16518,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-16518.jpg,Marian,,180.0 mm,NIKON D3S,0.066666666666667,9,12800,1,http://www.flickr.com/photos/magisstra/5339249970/in/photostream/,16508 - 16519,
,2011:01:10 18:05:49,Sardinia,CAGLIARI,"39.1, 9.1",Nadir: norte,,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS026&roll=E&frame=16814,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-16814.JPG,Marian,,180.0 mm,NIKON D3S,0.066666666666667,9,12800,1,,16814 - 16819,
,2011:01:10 18:07:40,Lybia,ZLITAN-ALKHUMS,"32.5, 14.5",Nadir: oeste,,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS026&roll=E&frame=16847,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-16847.JPG,Marian,,180.0 mm,NIKON D3S,0.066666666666667,9,12800,1,,16847 - 16850,
,"2011:01:10 18:07:56
",Lybia,MISRATAH,"32.3, 15.1",Nadir: oeste,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS026-E-16855,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-16855.jpg,Marian,,180.0 mm,NIKON D3S,0.066666666666667,9,12800,1,,,
,2011:01:10 18:13:41,Sudan,Khartoum,"15.6, 32.5",Nadir: noroeste,despejado,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS026-E-16858,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-16858.jpg,Marian,,180.0 mm,NIKON D3S,0.066666666666667,9,12800,1,http://www.flickr.com/photos/magisstra/5345877750/in/photostream/,16858 - 16870,
,2011:01:11 18:42:41,UGANDA ,"KAMPALA-ENTEBBE AREA AT NIGHT, SOFT","0.2, 32.5",Nadir: Este,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS026-E-17163,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-17163.jpg,Alex,,180.0 mm,NIKON D3S,0.066666666666667,2.8,12800,1,,17163-17185,
,2011:01:11 18:45:28,Tanzania,DAR ES SALAAM,"-6.9, 39.1",Nadir: noreste,,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS026&roll=E&frame=17177,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-17177.JPG,Marian,,180.0 mm,NIKON D3S,0.066666666666667,2.8,12800,1,,17175 - 17185,
,2011:01:11 20:22:21,Sudáfrica,PRETORIA-JOHANNEBURG-RUSTENBURG REGION AT NIGHT,"-26.0, 28.0",Noroeste arriba,Es la misma que que la 117 pero desde más arriba y con mayor luminosidad,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS026-E-35803,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-35803.jpg,"Marian, Guillermo",,70.0 mm,NIKON D3S,0.066666666666667,2.8,12800,0,,,
,2011:01:11 20:22:27,REPUBLIC SOUTH AFRICA,PRETORIA-JOHANNEBURG-RUSTENBURG REGION AT NIGHT,"-26.0, 28.0",nadir: sureste,He cambiado Sasolburgo por Rustenburgo. Sasolburgo no se ve en la imagen,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS026&roll=E&frame=17194,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-17194.JPG,Marian,,180.0 mm,NIKON D3S,0.066666666666667,2.8,12800,1,,17194-17214,
,2011:01:11 20:22:27,South Africa,Johannesburg e Pretoria,"-26.0, 28.0",Nadir: sureste,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS026-E-17194,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-17194.jpg,Marian,,45.0 mm,NIKON D3S,0.066666666666667,2.8,12800,1,http://www.flickr.com/photos/magisstra/5348792032/in/photostream/,17194 - 17214,
,2011:01:11 20:23:42,REPUBLIC SOUTH AFRICA,DURBAN AREA AT NIGHT,"-29.8, 31.0",Nadir: sur,,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS026&roll=E&frame=17215,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-17215.jpg,Marian,,180.0 mm,NIKON D3S,0.066666666666667,2.8,12800,1,,17215-17220,
,2011:01:11 20:23:49,South Africa,Pietermaritzburg under clouds,"-29.8, 30.8",Nadir: suroeste,nublado,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS026-E-17219,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-17219.JPG,Marian,,180.0 mm,NIKON D3S,0.066666666666667,2.8,12800,1,http://www.flickr.com/photos/magisstra/5348792094/in/photostream/,17215 - 17222,
,2011:01:15 11:23:12,Australia,Sydney,"-33.8, 150.9",nadir: noroeste,nublado,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS026-E-18043,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-18043.jpg,Marian,,180.0 mm,NIKON D3S,0.066666666666667,2.8,12800,1,http://www.flickr.com/photos/magisstra/5363769552/in/photostream/,18043 - 18048,
,2011:01:15 11:27:35,New Zeland,CHRISTCHURCH,"-43.5, 172.7",Nadir: noreste,,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS026&roll=E&frame=18052,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-18052.JPG,Marian,,180.0 mm,NIKON D3S,0.066666666666667,2.8,12800,1,,18049 - 18056,
,2011:01:15 23:31:57,Brasil,São Paulo,"-23.6, -46.6 ",nadir: noroeste,nublado,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS026-E-18092,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-18092.jpg,Marian,,80.0 mm,NIKON D3S,0.066666666666667,2.8,12800,1,http://www.flickr.com/photos/magisstra/5363157663/in/photostream/,18084 - 18098,
